11;Dans quelle ville des États-Unis se trouve le bureau de Mulder et Scully ?;Washington;Dallas;Los Angeles;New York;Confirmé;Fox Mulder est un homme qui voue une véritable passion à tout ce qui touche au paranormal.;http://fr.wikipedia.org/wiki/Fox_Mulder
12;Quelle aventurière de fiction a fait une apparition remarquée dans la série X-Files ?;Xena;Super Jamie;Buffy;Lara Croft;Confirmé;En 1995, avant de devenir Xena, Lucy Lawless est le personnage central de Peach, un court-métrage traitant de l'homosexualité.;http://fr.wikipedia.org/wiki/Lucy_Lawless
13;Dans X-Files, quel meurtrier abolit les foies de ses victimes ?;Tooms;Burks;Hosteen;Kritchek;Confirmé;Tous les 30 ans, Eugène Victor Tooms sort de son « hibernation » pour se nourrir du foie d'êtres humains.;http://fr.wikipedia.org/wiki/Personnages_de_X-Files_:_Aux_frontières_du_réel
14;Quel est le prénom de la sœur disparue de Fox Mulder dans la série X-Files ?;Samantha;Rita;Alicia;Joanna;Confirmé;Samantha Ann Mulder, née le 22 janvier 1964, est disparue le 27 novembre 1973 (Affaire non classée : dossier n° X-42053).;http://fr.wikipedia.org/wiki/Fox_Mulder
15;Combien de films ont été tirés de la série télévisée X-Files ?;2;3;1;Aucun;Confirmé;Les deux films sont The X-Files, le film de Rob S. Bowman, sorti en 1998, et X-Files : Régénération de Chris Carter, sorti en 2008.;http://fr.wikipedia.org/wiki/The_X-Files
16;Qui est le père de l'enfant de Scully dans la série télévisée X-Files ?;Mulder;Dogget;Kritchek;Skinner;Confirmé;Scully a une vie sentimentale et sociale assez terne, se retranchant le plus souvent dans ses expériences scientifiques et ses recherches.;http://fr.wikipedia.org/wiki/Dana_Scully
17;Quel personnage de la série X-Files a perdu un bras suite à l'inoculation d'un vaccin ?;Kritchek;Pendrell;Skinner;Monsieur X;Confirmé;Présenté comme un partenaire mais perçu comme un élément gênant par l'agent Fox Mulder, Alex Krycek s'avère être un traître.;http://fr.wikipedia.org/wiki/Alex_Krycek
18;De quelle maladie souffre Scully à partir de la saison 4 de la série X-Files ?;Un cancer;Un diabète;Une amnésie;Une sclérose;Confirmé;Scully a mis en doute ses croyances lorsqu'on lui diagnostiqua un cancer du cerveau, conséquence de son enlèvement.;http://fr.wikipedia.org/wiki/Dana_Scully
19;Quel est le nom du chien de Dana Scully de la série X-Files ?;Queequeg;Bobby;Gish;Fox;Confirmé;Plus jeune, le livre préféré de Dana Scully était Moby Dick, que son père prenait plaisir à lui lire très souvent.;http://fr.wikipedia.org/wiki/Dana_Scully
20;Dans X-FIles, quel membre du FBI est mort dans les bras de Scully ?;Agent Pendrell;Scott Blevins;Monica Reyes;Jeffrey Spender;Confirmé;L'agent Pendrell est un membre du laboratoire en sciences criminelles du FBI, qui assiste occasionnellement l'agent Dana Scully.;http://fr.wikipedia.org/wiki/Personnages_de_X-Files_:_Aux_frontières_du_réel
21;Comment se surnomment les trois amis paranoïaques de Mulder dans X-Files ?;Lone Gunmen;Lone Cowboys;Lone Rangers;Lone Stars;Expert;Ce trio est l'alliance improbable d'un bidouilleur en électronique, d'un pirate informatique et l'ex-salarié des télécommunications.;http://fr.wikipedia.org/wiki/The_Lone_Gunmen
22;Quel est le titre du dernier épisode de la série télévisée X-Files ?;La vérité est ici;La soif de savoir;La découverte;La Prophétie;Expert;Dans cet ultime épisode, la date de l'invasion coïncide avec le Calendrier maya et les prédictions pour décembre 2012.;http://fr.wikipedia.org/wiki/Saison_9_de_X-Files_:_Aux_frontières_du_réel
23;Quelle est le prénom de la fille de Scully dans la série X-Files ?;Emily;Janis;Emma;Diane;Expert;Interprétée par Lauren Diewold, cette petite fille (Emily Sim) apparaît dans le double épisode Emily de la saison 5 de la série.;http://fr.wikipedia.org/wiki/Personnages_de_X-Files_:_Aux_frontières_du_réel
24;De quelle université Mulder, de la série X-Files, est-il diplômé ?;Oxford;Manchester;Princeton;Yale;Expert;De 1983 à 1986, Fox Mulder étudie à Oxford en Angleterre et sort premier de sa promotion avec en poche son diplôme en psychologie.;http://fr.wikipedia.org/wiki/Fox_Mulder
25;Quelle actrice remplace Gillian Anderson dans les dernières saisons de X-Files ?;Annabeth Gish;Annabella Sciorra;Jolie Jenkins;Anna Faris;Expert;Elle est nommée pour ce rôle au Saturn Award de la meilleure actrice de télévision dans un second rôle en 2002.;http://fr.wikipedia.org/wiki/Annabeth_Gish
26;Qui enlève Scully pour la remettre aux aliens dans la saison 2 de X-Files ?;Duane Barry;Chuck Burks;Brad Follmer;Billy Miles;Expert;Dans l'épisode en question, c'est l'acteur lui-même qui a réalisé la cascade sur le toit du téléphérique, mettant sa propre vie en danger.;http://fr.wikipedia.org/wiki/Dana_Scully
27;Quel est le mot de passe de l'ordinateur de Mulder dans la série X-Files ?;Trustno1;Scully;Aliens;Samantha;Expert;Fox Mulder possède peu d'amis mais un bon nombre de contacts, ce qui lui est très utile durant l'ensemble de la série.;http://fr.wikipedia.org/wiki/Fox_Mulder
28;Quelle marque de cigarettes fume l'homme à la cigarette dans la série X-Files ?;Morley;Mighton;Marlac;On ne sait pas;Expert;Cette marque est apparue dans divers autres films de télévision et de cinéma, séries télévisées, et jeux vidéo.;http://fr.wikipedia.org/wiki/Morley_(cigarette)
29;Quel surnom a été donné à Scully par son père dans la série télévisée X-Files ?;Starbuck;Queequeg;Janis;La martienne;Expert;Fan du roman Moby Dick, il la surnommait « Starbuck » et Scully l'appelait en retour « Achab ».;http://fr.wikipedia.org/wiki/Dana_Scully
30;Quel épisode de X-Files diffusé en 1999 se répète à l'infini ?;Lundi;Réitération;Pour toujours;Jour J;Expert;Pris dans une boucle temporelle, Mulder doit empêcher une bombe d'exploser dans une banque pour y mettre fin.;http://fr.wikipedia.org/wiki/Saison_6_de_X-Files_:_Aux_frontières_du_réel1;Quel logiciel de traitement de texte a été mis au point par Microsoft ?;Word;Excel;PowerPoint;Access;Débutant;Microsoft publie plusieurs logiciels de traitement de texte, mais Word en reste la « vedette ».;http://fr.wikipedia.org/wiki/Microsoft_Word
2;Le logiciel Excel extrait de la suite bureautique Microsoft Office est un...;Tableur;Traitement de texte;Navigateur internet;Client de messagerie;Débutant;Excel a été critiqué pour ses problèmes de précision sur calculs à virgule flottante.;http://fr.wikipedia.org/wiki/Microsoft_Excel
3;En informatique, comment appelle-t-on une erreur de programmation encore non localisée ?;Un bug;Un crack;Un spam;Un virus;Débutant;La gravité du dysfonctionnement informatique peut aller de bénigne à majeure.;http://fr.wikipedia.org/wiki/Bug_(informatique)
4;Quelle version de Windows Microsoft a-t-il lancé le vendredi 26 octobre 2012 ?;Windows 8;Windows 7;Windows CE;Windows Mobile;Débutant;La version Windows 8.1 est une mise à jour gratuite de Windows 8 disponible depuis 2013. ;http://fr.wikipedia.org/wiki/Windows_8
5;Comment est communément abrégée la publication assistée par ordinateur ?;PAO;USB;VGA;CIO;Débutant;La PAO consiste à créer des documents imprimés en travaillant la composition et la typographie de documents.;http://fr.wikipedia.org/wiki/Publication_assistée_par_ordinateur
6;Quelle application informatique de la société Apple permet de gérer facilement un iPod ?;iTunes;QuickTime;FileMaker;HyperCard;Débutant;iTunes faisait partie de la suite logicielle d'Apple iLife jusqu'à la version '06.;http://fr.wikipedia.org/wiki/ITunes
7;En informatique, quel logiciel permet de créer des calculs automatiques ?;Un tableur;Un débogueur;Un navigateur;Un explorateur;Débutant;Une feuille de calcul est une table d'informations la plupart du temps financières.;http://fr.wikipedia.org/wiki/Tableur
8;Quel pirate informatique casse les systèmes informatique et les logiciels protégés ?;Un hacker;Un blagueur;Un forceur;Un pirateur;Débutant;Certains utilisent ce savoir-faire dans un cadre légal, d'autres étant hors-la-loi.;http://fr.wikipedia.org/wiki/Hacker_(sécurité_informatique)
9;Quels logiciels installés sur PC, tablette ou smartphone, permettent de « surfer » sur Internet ?;Des navigateurs;Des tableurs;Des éditeurs;Des émulateurs;Débutant;Le premier navigateur stable et largement diffusé fut NCSA Mosaic, en 1993.;http://fr.wikipedia.org/wiki/Navigateur_Web
10;Quel outil développé par le géant Google permet de gérer son emploi du temps ?;Google Agenda;Google TimeLine;Google Tempo;Google Mobile;Débutant;Google Agenda permet de partager des événements et des agendas et de les publier sur internet ou sur un site Web.;http://fr.wikipedia.org/wiki/Google_Agenda
11;Quelle grande société a reçu le feu vert en 2011 pour le rachat de Skype ?;Microsoft;Google;Apple;Facebook;Confirmé;Skype est un logiciel gratuit qui permet de passer des appels téléphoniques et vidéo via Internet, ainsi que le partage d'écran.;http://fr.wikipedia.org/wiki/Skype
12;Quel est probablement le plus connu des systèmes informatiques dits « libre » ?;Linux;Windows;MS-DOS;Mac OS;Confirmé;Linux est un système informatique qui fonctionne sur du matériel allant du téléphone portable au supercalculateur.;http://fr.wikipedia.org/wiki/Linux
13;Quelle est le nom de la solution professionnelle de services Google ?;Google Apps;Google Pro;Google Serve;Google Mac;Confirmé;Ce site Web au service des entreprises met en ligne de nombreuses applications.;http://fr.wikipedia.org/wiki/Google_Apps
14;Quel logiciel est mis gratuitement et librement à disposition par son créateur ?;Un freeware;Un malware;Un adware;Un software;Confirmé;Il ne faut toutefois pas confondre freeware (gratuiciel) et shareware (partagiciel).;http://fr.wikipedia.org/wiki/Freeware
15;En avril 2012, quelle start-up Facebook a-t-il racheté pour un milliard de dollars ?;Instagram;Globalnet;Valve;Backelite;Confirmé;Instagram est une application cofondée et lancée par l'américain Kevin Systrom et le Brésilien Michel Mike Krieger en octobre 2010.;http://fr.wikipedia.org/wiki/Instagram
16;Au Québec, quel mot est souvent utilisé pour désigner le courrier électronique ?;Courriel;Emel;Lettrinter;Copitel;Confirmé;Le courriel tend à être reconnu comme moyen valide de contacter une personne.;http://fr.wikipedia.org/wiki/Courrier_électronique
17;Quel logiciel de Microsoft a remplacé Windows Live Messenger en 2013 ?;Skype;Instagram;QuickTime;Pidgin;Confirmé;Skype a été fondé en Estonie par Niklas Zennström et Janus Friis en 2003 et développé par 3 Estoniens à l'origine du logiciel KaZaA.;http://fr.wikipedia.org/wiki/Skype
18;Quel nom portait le navigateur Internet de Microsoft, devenu aujourd'hui Microsoft Edge ?;Internet Explorer;Safari;Chrome;Firefox;Confirmé;La version 11 du navigateur sera toujours présente dans Windows 10 avant le passage progressif à Microsoft Edge.;http://fr.wikipedia.org/wiki/Internet_Explorer
19;Quel logiciel est indispensable pour protéger votre ordinateur sur Internet ?;Un antivirus;Un chat;Un navigateur;Une messagerie;Confirmé;Les antivirus peuvent balayer le contenu d'un disque dur, mais également la mémoire vive de l'ordinateur.;http://fr.wikipedia.org/wiki/Logiciel_antivirus
20;Qui est le tout premier pape à avoir envoyé un message sur Twitter ?;Benoît XVI;François;Jean-Paul II;Paul VI;Confirmé;Réputé conservateur, le cardinal Ratzinger a été élu le 19 avril 2005 pour succéder à Jean-Paul II.;http://fr.wikipedia.org/wiki/Benoît_XVI
21;Quel courrielleur créé par Mozilla est le compagnon idéal du navigateur Firefox ?;Thunderbird;Incredimail;Sylpheed;Foxmail;Expert;Tout comme Firefox, Thunderbird et son interface en XUL est basé sur le moteur Gecko.;http://fr.wikipedia.org/wiki/Mozilla_Thunderbird
22;Quel nom porte la suite bureautique en ligne proposée par Microsoft ?;Office 365;KOffice;OpenOffice;StarOffice;Expert;Les abonnements Office 365 pour les particuliers permettent de bénéficier de la version complète de la suite Office que l'on connaît.;http://fr.wikipedia.org/wiki/Microsoft_Office_365
23;Quel était le nom de code de la version 3.1 de Windows ?;Janus;Startus;Uranus;Opus;Expert;La version 3 a été la première à connaître un large succès, permettant à Microsoft de rivaliser avec l'Apple Macintosh.;http://fr.wikipedia.org/wiki/Windows_3.x
24;Quel nom porte le service de stockage en ligne de Windows Live ?;Onedrive;Dropbox;RapidShare;MediaFire;Expert;Ce service en ligne de stockage et d'applications, créé en 2007, est une manifestation du concept de cloud computing.;http://fr.wikipedia.org/wiki/OneDrive
25;Quel est le nouveau nom du logiciel gratuit de messagerie instantanée Gaim ?;Pidgin;Connect;iShare;Komunnity;Expert;Gaim a été renommé en Pidgin en 2007 en raison de plaintes de la société AOL.;http://fr.wikipedia.org/wiki/Pidgin_(logiciel)
26;Quelle suite logicielle équivaut à Microsoft Office chez le géant Google ?;Google Documents;OpenOffice;Google Sites;Works;Expert;Google Documents est une suite des évolutions de Google Spreadsheets et de Writely, logiciel de traitement de texte.;http://fr.wikipedia.org/wiki/Google_Documents
27;De quel pays la suite logicielle gratuite Opera est-elle originaire ?;Norvège;France;Italie;Autriche;Expert;Opera est un navigateur Web développé par la société norvégienne Opera Software, qui propose plusieurs logiciels relatifs à Internet.;http://fr.wikipedia.org/wiki/Opera
28;Lequel de ces outils ne permet pas de visionner des pages web ?;Acrobat Reader;Mozilla Firefox;Google Chrome;Internet Explorer;Expert;Adobe change régulièrement le nom des produits de la famille Acrobat et cela en subdivisant ses produits.;http://fr.wikipedia.org/wiki/Adobe_Acrobat_DC
29;Combien de téléchargements dénombrait-on sur le célèbre App Store fin 2012 ?;35 milliards;25 milliards;15 milliards;5 milliards;Expert;Depuis la mise à jour du système d'exploitation d'Apple iOS 7 en septembre 2013, l'App Store possède un tout nouveau design.;http://fr.wikipedia.org/wiki/App_Store
30;Quelle est la date « officielle » de création de Wikipédia en Français ?;Le 23 mars 2001;Le 2 janvier 1999;Le 15 janvier 2002;Le 8 décembre 2000;Expert;Plusieurs moyens de consulter l'encyclopédie existent, tels que des sites web miroirs ou des applications pour smartphone.;http://fr.wikipedia.org/wiki/Wikipédia_en_français1;Quel programmeur a créé et continue de diriger le développement du noyau de Linux ?;Linus Torvalds;Steeve Jobs;Larry Ellison;Bill Gates;Débutant;Linus a découvert l'informatique vers l'âge de 11 ans grâce à l'ordinateur de son grand-père, un Commodore VIC-20.;http://fr.wikipedia.org/wiki/Linus_Torvalds
2;Quel est le principal atout de Linux, développé et maintenu par Linus Torvalds ?;Il est libre;Il est beau;Il est Finlandais;Il est amusant;Débutant;Linux est le nom couramment donné à tout système d'exploitation libre fonctionnant avec le noyau Linux.;http://fr.wikipedia.org/wiki/Linux
3;Quel animal représentant Linux est aussi la mascotte de l'université d'Helsinki ?;Un manchot;Une marmotte;Un caribou;Un gnou;Débutant;Dessiné en 1996, son usage est libre et se retrouve dans de très nombreux projets et logotypes liés à Linux.;http://fr.wikipedia.org/wiki/Tux
4;Quelle commande Linux, basée sur la commande UNIX, utilise-t-on pour effacer un fichier ?;Rm;Rem;Del;Delete;Débutant;De par la filiation avec UNIX, la ligne de commande est toujours disponible dans GNU/Linux, quelle que soit la distribution.;http://fr.wikipedia.org/wiki/Linux
5;Laquelle de ces propositions désigne une distribution Linux fondée en 1993 ?;Red Hat;Zubuntu;Souze;Mandrika;Débutant;Red Hat est l'une des entreprises dédiées aux logiciels Open Source les plus importantes et les plus reconnues.;http://fr.wikipedia.org/wiki/Red_Hat
6;Quel système d'exploitation mobile majeur de l'industrie actuelle s'appuie sur un noyau Linux ?;Android;iOS;Windows Phone;BlackBerry 10;Débutant;En 2015, Android est le système d'exploitation le plus utilisé dans le monde avec plus de 80 % de parts de marché.;http://fr.wikipedia.org/wiki/Android
7;Sous Linux, comment appelle-t-on les logiciels assemblés autour du noyau ?;Une distribution;Un progiciel;Un intégré;Une logithèque;Débutant;Il existe une très grande variété de distributions, ayant chacune des objectifs et une philosophie particulière.;http://fr.wikipedia.org/wiki/Distribution_GNU/Linux
8;Quel serveur web présent sous Linux est aussi présent sur les serveurs du monde entier ?;Apache;Comanche;Siou;Mohican;Débutant;Depuis avril 1996, selon l'étude permanente de Netcraft, Apache est devenu le serveur HTTP le plus répandu sur Internet.;http://fr.wikipedia.org/wiki/Apache_HTTP_Server
9;Quel est le nom de la mascotte de Linux, connue de tous les passionnés du système d'exploitation ?;Tux;Wilber;Gnu;Puffy;Débutant;Le dessin du personnage a été choisi à l'issue d'un concours organisé en 1996 remporté par Larry Ewing.;http://fr.wikipedia.org/wiki/Tux
10;Parmi ces commandes Linux, laquelle affiche à l'écran le contenu d'un fichier texte ?;Cat;Type;Man;Ls;Débutant;La différence essentielle de Linux par rapport à d'autres systèmes d'exploitation concurrents est d'être un système d'exploitation libre.;http://fr.wikipedia.org/wiki/Linux
11;En quelle année Linus Torvalds a-t-il livré la première version du noyau Linux ?;1991;1993;1995;1997;Confirmé;En 1991, les compatibles PC dominent le marché des ordinateurs personnels et fonctionnent généralement sous MS-DOS ou Windows.;http://fr.wikipedia.org/wiki/Linux
12;Quel ancien mot bantou désigne une célèbre distribution Linux ?;Ubuntu;Gentoo;Mandriva;Fedora;Confirmé;Le nom de la distribution provient d'un ancien mot bantou qui signifie « Je suis ce que je suis grâce à ce que nous sommes tous ».;http://fr.wikipedia.org/wiki/Ubuntu
13;Quel navigateur web et gestionnaire de fichiers est utilisé par défaut pour KDE ?;Konqueror;Firefox;Netscape;Chrome;Confirmé;Konqueror peut également afficher le contenu d'un serveur FTP, permettre de parcourir le réseau local et de visualiser des fichiers.;http://fr.wikipedia.org/wiki/Konqueror
14;Quel nom porte la distribution française de Linux, une des plus simples à installer et à utiliser ?;Mandriva;Debian;SUSE;Slackwave;Confirmé;Ciblant à la fois le grand public et les professionnels, cette distribution GNU/Linux est construite autour de KDE.;http://fr.wikipedia.org/wiki/Mandriva_Linux
15;Quel type de fichiers est pris en compte par le gestionnaires de paquets intégré à Ubuntu ?;.deb;.dev;.rss;.rpm;Confirmé;Par défaut, Ubuntu est installé avec une pluralité de logiciels libres tels que LibreOffice, Firefox, Thunderbird et Transmission.;http://fr.wikipedia.org/wiki/Ubuntu
16;Sous Linux, quelle commande est utilisée pour créer un compte utilisateur ?;Useradd;Adduser;Passwd;Mkaccount;Confirmé;Grâce à sa ligne de commande, scientifiques, ingénieurs et développeurs comptent parmi ses plus fréquents utilisateurs.;http://fr.wikipedia.org/wiki/Linux
17;De quel projet sont tirés les outils gravitant autour de Linux ?;GNU;BSD;Mimix;iOS;Confirmé;GNU est un projet de système d'exploitation libre lancé en 1983 par Richard Stallman, puis maintenu par le projet GNU.;http://fr.wikipedia.org/wiki/GNU
18;De quelle distribution Linux est dérivé le système d'exploitation Ubuntu ?;Debian;Red Hat;Slackware;Fedora;Confirmé;Ancien développeur Debian, Mark Shuttleworth souhaitait une version plus facile d'accès pour les novices.;http://fr.wikipedia.org/wiki/Ubuntu
19;Quelle est la plus ancienne distribution Linux encore maintenue à ce jour ?;Slackware;Ubuntu;Red Hat;Mandriva;Confirmé;Slackware est une distribution Linux qui, à la différence d'autres distributions, a longtemps été maintenue par une seule personne.;http://fr.wikipedia.org/wiki/Slackware
20;Quel environnement graphique de type « fenêtré » est utilisé sous Linux ?;X Window;K Window;Z Window;L Window;Confirmé;Cet environnement graphique gère l'interaction homme-machine par l'écran, la souris et le clavier de certains ordinateurs en réseau.;http://fr.wikipedia.org/wiki/X_Window_System
21;Quel programmeur et militant du logiciel libre a créé le Projet GNU en 1984 ?;Richard Stallman;Linus Torvalds;John Von Neumann;Alan Cox;Expert;Richard Stallman consacre la majeure partie de son temps à la promotion du logiciel libre auprès de divers publics.;http://fr.wikipedia.org/wiki/Richard_Stallman
22;Quel lecteur multimédia ressemblant à Winamp est souvent utilisé sous Linux ?;XMMS;Mplayer;Tomahawk;Spotify;Expert;XMMS fut originellement codé sous le nom de X11Amp par Peter et Mikal Alm en novembre 1997, pour combler un manque sou Linux.;http://fr.wikipedia.org/wiki/XMMS
23;Quelle société financée par l'entrepreneur sud-africain Mark Shuttleworth commandite Ubuntu ?;Canonical;Pentax;Panasonic;Nikon;Expert;Cette société, basée sur l'Île de Man, a été créée en 2004 et opère dans 30 pays différents et emploie 500 personnes.;http://fr.wikipedia.org/wiki/Canonical
24;Avec quel acteur du monde Linux Microsoft a-t-il signé un accord d'importance ?;SUSE;Red Hat;Ubuntu;Mandriva;Expert;Apparue au début de l'année 1994, SUSE est donc la plus ancienne distribution commerciale encore existante.;http://fr.wikipedia.org/wiki/SUSE
25;La station spatiale internationale a abandonné Windows au profit de quelle distribution Linux ?;Debian;SUSE;Red Hat;Ubuntu;Expert;Debian est utilisée comme base de nombreuses autres distributions telles que Knoppix et Ubuntu qui rencontrent un grand succès.;http://fr.wikipedia.org/wiki/Debian
26;Quel pays utilise à ce jour le plus Linux comme système d'exploitation de bureau ?;Cuba;Le Venezuela;Le Kenya;La Finlande;Expert;Les deux environnements GNOME et KDE, qui reposent sur des technologies communes, ont atteint une maturité certaine.;http://fr.wikipedia.org/wiki/Linux
27;Quel graphiste a dessiné en 1996 le manchot Tux initial, mascotte du projet Linux ?;Larry Ewing;Jeffrey Lynch;Rob Janoff;Wes Wilson;Expert;Ce programmeur américain a réalisé la mascotte Tux avec l'aide du logiciel libre The GIMP.;http://fr.wikipedia.org/wiki/Larry_Ewing
28;Lequel de ces jeux tourne nativement sous GNU/Linux ?;Quake III Arena;Super Mario Kart;Zelda;Splinter Cell;Expert;Le jeu développé par id Software a également été publié sur Macintosh, sur Dreamcast, sur PlayStation 2 et sur Xbox Live Arcade.;http://fr.wikipedia.org/wiki/Quake_III_Arena
29;Quelle console de jeu open source possède un système d'exploitation Linux compilé ?;Pandora;Game Gear;N-Gage;GP32;Expert;La Pandora est capable à ce jour de lancer Quake, Quake II et Quake III Arena sans ralentissement.;http://fr.wikipedia.org/wiki/Pandora_(console_portable)
30;Comment fut initialement appelé le projet Linux, qui deviendra par la suite une marque déposée ?;Freax;Serval;Panther;Longhorn;Expert;Le projet trouve son nom définitif grâce à Ari Lemmke qui héberge le travail de Linus Torvalds dans un répertoire nommé Linux.;http://fr.wikipedia.org/wiki/Linux1;De quel instrument de musique joue Lisa Simpson, créée par le dessinateur Matt Groening ?;Du saxophone;De la trompette;Du piano;De la flûte;Débutant;Les Simpson forment une famille américaine typique de classe moyenne qui vit dans la ville de Springfield.;http://fr.wikipedia.org/wiki/Lisa_Simpson
2;Quel instrument de musique à cordes pincées, voisin de la guitare, est utilisé en Inde ?;Le sitar;La cithare;Le théorbe;Le glingi;Débutant;On en joue assis en tailleur par terre : l'instrument, calé sous le coude droit, repose par terre (parfois sur le pied).;http://fr.wikipedia.org/wiki/Sitar
3;Pour quel instrument Mozart a-t-il composé le plus grand nombre de concerto ?;Le piano;La clarinette;Le violon;Le violoncelle;Débutant;Mort à trente-cinq ans, Mozart laissa une œuvre importante qui embrasse tous les genres musicaux de son époque.;http://fr.wikipedia.org/wiki/Wolfgang_Amadeus_Mozart
4;Combien de cordes possède un violon, occupant une place importante en musique classique ?;4 cordes;3 cordes;5 cordes;6 cordes;Débutant;Les luthiers comme Antonio Stradivari sont les artisans qui créent et entretiennent les instruments à cordes.;http://fr.wikipedia.org/wiki/Violon
5;Quel instrument de musique à cordes pincées est souvent utilisé dans la musique country ?;Le banjo;Le danjo;Le ranjo;Le panjo;Débutant;Accompagnateur dans le style « New Orleans », le banjo est également utilisé comme soliste dans la musique irlandaise.;http://fr.wikipedia.org/wiki/Banjo
6;En quelle matière est faite la mèche présente sur un archet de violon ?;En crin;En coton;En mohair;En angora;Débutant;La mèche est constituée de crins de cheval prélevés sur la queue de l'étalon car ceux de jument sont abîmés par l'urine.;http://fr.wikipedia.org/wiki/Archet_(musique)
7;De quel instrument de musique à vent et à anche libre joue un harmoniciste ?;Harmonica;Harmonium;Accordéon;Xylophone;Débutant;Malgré la connaissance réduite du public, il semblerait que l'harmonica soit en quantité l'instrument le plus vendu au monde.;http://fr.wikipedia.org/wiki/Harmonica
8;Combien de cordes au minimum compte-t-on sur une guitare basse, avec un diapason de 34 pouces ?;Quatre;Trois;Cinq;Six;Débutant;Depuis les années 1950, la guitare basse a remplacé la contrebasse dans la musique rock.;http://fr.wikipedia.org/wiki/Guitare_basse
9;De quel instrument John Lennon jouait-il au sein des Beatles avec plus de 200 chansons ?;De la guitare;Du clavier;De la batterie;Du saxophone;Débutant;Lennon forme avec McCartney l'un des tandems d'auteurs-compositeurs les plus influents et prolifiques de l'histoire du rock.;http://fr.wikipedia.org/wiki/John_Lennon
10;Instrument de la famille des violons, dans quelle position joue-t-on du violoncelle ?;Assise;Debout;Couchée;À genoux;Débutant;Le violoncelle se joue assis, tenu entre les jambes et repose désormais sur une pique escamotable.;http://fr.wikipedia.org/wiki/Violoncelle
11;Quelle clef, proche du la du diapason, est utilisée par le violoniste ?;La clef de sol;La clef de fa;La clef de do;La clef de ré;Confirmé;En solfège, une clé est un signe graphique placé au début de la portée qui indique la hauteur des notes associées à chaque ligne.;http://fr.wikipedia.org/wiki/Clef_(musique)
12;Quel instrument fut popularisé par Lionel Hampton à la fin des années 1930 ?;Le vibraphone;Le xylophone;Le saxophone;Le métallophone;Confirmé;Surnommé « Le lion », Lionel Hampton a été le premier géant du jazz à donner ses lettres de noblesse au vibraphone.;http://fr.wikipedia.org/wiki/Lionel_Hampton
13;Sur quel instrument à percussion frappe-t-on avec une baguette à tampon ?;Un gong;Un bong;Un bang;Un gang;Confirmé;L'instrument en lui-même provient vraisemblablement des percussions en bronze de Chine.;http://fr.wikipedia.org/wiki/Gong_(instrument)
14;De quel instrument Ginger Baker était-il tenu pour un virtuose ?;La batterie;La trompette;Le violon;La guitare;Confirmé;Depuis 1986, Ginger Baker a sorti plusieurs albums de jazz fusion et a tourné avec des groupes de styles variés.;http://fr.wikipedia.org/wiki/Ginger_Baker
15;Quel instrument de musique assez répandu en Grèce est joué avec un plectre ?;Le bouzouki;Le rebetiko;Le baglama;Le trypes;Confirmé;Le bouzouki est souvent considéré comme l'instrument « national » de la Grèce depuis le milieu du XXe siècle.;http://fr.wikipedia.org/wiki/Bouzouki
16;La balalaïka est un instrument de musique à cordes pincées russe, mais de quelle forme ?;Triangulaire;Ronde;Carrée;Rectangulaire;Confirmé;La balalaïka se joue le plus souvent au doigt et parfois avec un plectre et se décline en plusieurs tailles.;http://fr.wikipedia.org/wiki/Balalaïka
17;Quel instrument de musique est le plus aigu dans un orchestre symphonique ?;Le piccolo;Le tuba;Le trombone;Le hautbois;Confirmé;Le piccolo était surtout utilisé pour doubler la grande flûte à l'octave supérieure, pour augmenter l'éclat orchestral.;http://fr.wikipedia.org/wiki/Piccolo_(musique)
18;Dans quel pays joue-t-on du sitar et du vînâ, sorte de cithare sur bâton avec deux résonateurs ?;En Inde;Au Maroc;En Espagne;Au Brésil;Confirmé;La rudra vinâ est le plus ancien des instruments à cordes frettées indiens : on la nomme aussi bîn.;http://fr.wikipedia.org/wiki/Vînâ
19;Quel instrument de musique figure sur les étiquettes de la brasserie irlandaise Guinness ?;Une harpe;Un violon;Un saxophone;Une flûte;Confirmé;La Guinness est un stout, une bière noire coiffée d'une mousse blanche, connue mondialement pour sa saveur et son aspect.;http://fr.wikipedia.org/wiki/Guinness
20;Combien de pistons une trompette compte-t-elle, en réponse au vœu de rendre chromatique ?;Trois;Deux;Quatre;Cinq;Confirmé;La trompette à pistons est celle qui est la plus utilisée aujourd'hui dans la plupart des pays.;http://fr.wikipedia.org/wiki/Trompette
21;Combien y a-t-il de cordes sur une harpe de concert, obtenant ainsi une tessiture de 6 octaves ?;47;37;57;67;Expert;La harpe de concert a la particularité d'avoir des cordes perpendiculaires à la caisse de résonance.;http://fr.wikipedia.org/wiki/Harpe
22;Quelle est la fréquence du diapason, constitué de deux lames parallèles soudées en forme de U ?;440 hertz;450 hertz;460 hertz;430 hertz;Expert;En musique, le diapason est un outil de musicien donnant la hauteur d'une note-repère conventionnelle.;http://fr.wikipedia.org/wiki/Diapason
23;Quelle partie du violon le violoniste bloque-t-il entre son cou et son épaule ?;La mentonnière;Le reposoir;La mâchoire;Le dépauloire;Expert;Un violon se compose de trois parties distinctes : la caisse de résonance, le manche et les cordes.;http://fr.wikipedia.org/wiki/Violon
